A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-4.2359591220614;-0.4244587418185999	0.5735141714254679;1.278008135768532	#	#	#	0.73367398165326;1.4423969555258198	#	#	#	#	-6.638686963708788;-3.9542563239245	1.12624675914541;1.61424181367459	#	#	#	0.58694861235719;1.50574548772576	-6.962557750147201;-2.1785393839728	0.32712851625432005;1.60569036087768	#	#	#	#	#	0.55115858051248;1.6948890263107201	#	#	-7.8280384404919;-2.8829559568281	0.49786515042905005;1.23692047461695	#	#	-7.848428476653099;-3.6720462050869	0.73302105986482;1.26321072402176	-7.7373136601804005;-3.4295715723596	0.587608382218015;1.070069682107985	#	#	#	0.6099122672805699;1.39827793063943	#	0.5712557911466399;1.66705157133288	#	#	#	#	#	#	-8.818668952764;-5.2456008667552005	0.711324186824595;1.330835276695405	-7.5015192804758;-5.630600745504201	#	-8.7135239415114;-4.6143840152286	0.44668764377186987;1.6426279105635802	#	0.64294947831196;1.4345276686680402	#	0.7786009663752049;1.761011121333925	#	#	#	0.28031646928710385;1.509379120466896	#	0.524076371406941;1.054862237473059	-10.4147240407946;-8.1492458114054	0.04852564700912754;1.4281301498008725	#	#	#	0.11594868769633604;1.0891794987163155	-11.06278639185055;-8.10219754990945	#	-10.6454813396416;-8.5349882289184	#	#	0.2034526927820375;0.6724721646079626	-10.85338493131665;-8.484389221243351	-0.22331509983925346;0.810306432541426	#	#	-10.0108363465928;-8.669474480201501	-0.056883791189909994;0.814841447303095	metro_station	1.0	1.0	1	5.2	349011	337482	0.45	5.2	5	5
#	#	#	#	#	#	-4.336041571069;-2.4778651269910004	1.4515703178442;2.2214563419558	#	1.530311289731125;2.066432058588875	-5.60009030249455;0.9686777990697859	#	#	#	#	#	-5.9807960485115;-1.6618905790484995	1.3538457432645599;2.38056964879544	#	#	#	1.0009665101584238;2.38530805112472	#	1.11600140477304;2.0023363960869602	#	0.7042813694557556;3.239941013583601	-5.8643050644584;-3.9675610981216	1.25967715023123;2.36004841068877	-7.7257965740764;-2.8398309804436006	#	#	#	#	1.355501929337785;2.203968353282215	#	#	#	1.9784836735382998;2.6176990762616996	#	#	-7.5916686287737;-4.2604444651663	1.6329297812111299;2.66103237416887	-7.717503742571967;-4.230981189566069	1.38819476617819;2.5361707000418097	-6.90051122823985;-4.898010586380151	#	#	1.698162871972555;2.4775477914874453	#	1.5071845266355202;3.0564092297644803	-7.5411600057418;-5.5241228991582005	#	#	#	#	#	-8.1783281814949;-5.5769521916851	#	-9.2295765614506;-5.1423338707494	#	#	#	#	#	#	#	-8.207229674798;-6.877209212202	1.2045056635842233;2.039816966909259	#	#	-7.731529058611301;-6.5499030890447	1.1838397611661309;2.055546536533869	#	1.0691834648193344;2.2511125338206655	-8.3312997657332;-6.0038653839068	#	-9.188923992851752;-7.169112511986701	0.9976277571326799;1.95143581862732	#	#	forest_path	1.0	1.0	1	3.0	348173	338813	0.4	3.0	2	2
#	0.703572447918468;1.4080664122615318	-3.93736812357413;-0.7471958536658698	#	#	#	-3.6235445764242;-1.5176112731357998	1.33783715519135;2.33518950460865	-3.9345888802999998;-1.47744552064	#	-4.16913671205755;-1.60209971756245	#	#	1.48612235911985;2.34237347996015	-5.2552351408752;-1.3027953937648	1.12366858144621;1.84796699841379	-4.998096168461901;-0.41341190087809965	1.5876846483932;2.2657098690268	-4.68020350272145;-2.41083935617855	#	-5.2777889912212;-0.7627765592387998	#	#	0.8851850007850399;2.23315280007496	-5.4143428263017;-1.8130486007182998	#	#	#	#	1.06147721066043;2.10468054711957	-6.60382646535215;-3.70730327700785	#	-6.2775689026918;-3.7198470380482	#	#	#	-6.5517025595856;-2.7999272221943996	1.9358693133567397;2.6603134364432597	#	1.8381851304089603;2.89587287355104	#	1.76374333666508;2.90121854589492	-6.7439892960348;-3.8761759189252	1.7364299789322;2.5281375195278	#	1.30227048491704;2.13828805256296	#	1.36842309833164;2.80728756512836	#	1.56033716165108;2.9159087768889203	-7.5625706248158;-3.5935621247642	1.64989431381277;2.62044003014723	-8.18815239184925;-4.15550013149075	#	#	1.64867404024642;2.5646064071735797	-7.64245038282975;-4.235886586650249	#	#	#	#	#	-7.2594065544851;-5.803027692734901	1.4253809154477648;2.143531204572235	-7.47058573132;-5.38780016694	1.547825309453667;2.2968482393463328	#	1.4882328496596624;1.9556770168203375	-8.2332942872622;-5.2285175521578	#	#	#	-8.1699523872325;-5.9104392308675004	#	#	1.312759091709738;1.960214892650262	#	1.074059609803784;2.097235530316216	#	1.00448118324793;2.09306611735207	forest_path	1.0	1.0	1	1.3333333333333333	348300	338940	0.525	1.3333333333333333	3	3
#	#	#	#	#	#	#	#	#	0.39425458815775005;1.53567299927425	#	#	#	0.3804521963998001;1.5221203575201998	#	0.747491570632145;1.247602382347855	#	0.7710455591684;1.6427922714116	-7.2896013231299;-4.126245240070101	#	#	0.6574384965805601;1.85978760207944	#	#	#	0.5566416794124098;1.55560425574759	#	0.77371448993501;1.24999458774499	#	#	-8.01660392450315;-3.77286064855685	0.63606680820648;1.5495780956135201	#	#	#	0.60255654709225;1.60243297628775	#	0.6057063116766;1.8841371171233998	-7.086075650502;-5.193400547357999	#	#	#	-7.7977085476228005;-4.306457479837199	0.87586839889198;1.58840518542802	#	#	#	0.8800842659325551;1.659469185447445	#	#	#	#	#	0.6277052427740399;1.55694920536596	#	#	-8.7526875331408;-4.7886860248592	#	#	#	-8.1369236848212;-6.6789787741388	#	#	0.9626479147221549;1.454013902017845	#	#	#	0.49983351929898745;1.9021660207810123	#	#	#	#	-10.274714623522499;-7.1625549930575	0.8287385890497045;1.6354520805902957	#	#	-10.1108040052794;-8.5384775437406	#	#	0.5179557054662;1.1777041503777999	home	0.2373046875	0.75	1	3.97458688	349862	338944	0.3125	3.97458688	9	12
-6.735792190831599;-2.3797917562683994	#	#	0.884261491083375;1.365747890796625	-6.8411925758875;-3.7904693108725	0.67705220748474;1.5567692795952601	#	#	#	1.0344812070288751;1.881897906191125	-7.6163714684367;-3.9150623135833005	0.9672854631474;1.9769304035526	-6.84926485313825;-5.10346408584175	0.78219654882116;1.7716422884588399	#	0.627130724486235;1.437655143473765	-8.0698717834958;-4.2160792107442	#	-8.0122090899238;-4.436241343856199	0.76482460971325;1.2651256960667498	#	#	#	#	#	#	#	#	#	#	-9.03168160742225;-6.00043641031775	0.19329073984949985;1.4167433569125	-9.1665589728884;-6.204986287511599	#	-10.0927715849762;-5.4069875574838	#	-8.8383848473392;-6.893019857580799	0.5598565617474499;1.51867966583255	#	#	#	#	#	0.37416081848131005;1.20545373610669	#	#	-9.5116503202372;-7.0836791932028	0.25505246050721;1.41413772542679	#	0.4194963338664399;1.15107466589956	#	0.11402816395894994;1.04327406257705	#	#	-11.0029358741838;-7.679708415076201	#	#	0.056642947205500005;1.1002718033024999	-10.624646949986301;-9.1333556979737	#	#	0.2676650063028551;0.8801102363791449	-10.9890397517881;-8.993261311611901	#	-11.545845447666;-8.629945657533998	#	-11.656706000317;-8.711660690282999	-0.095715415730102;0.876568451964102	-11.7171166561889;-8.8007157074111	0.04439156631381702;0.687023073284183	-10.8076540673542;-9.6644702990458	#	#	-0.3127554170062581;0.9629775463602581	-11.58865102048975;-9.30277796691025	-0.08464114590209798;0.7066937219140981	#	#	-12.0287218495418;-9.7854273608582	#	forest_path	1.0	1.0	2	2.5	348825	339465	0.4875	5.0	2	2
#	0.229118827347564;0.6173093791284361	-4.5310901979848;-1.9268679368352	-0.20978613106843003;0.98430014022043	#	0.03787539937262002;0.6852143769633801	#	-0.24385629345160004;0.9459675619936001	#	0.14291758456287504;0.575273043319125	-6.0201797453924;-2.1994735210276	#	-5.55455433895875;-2.2435528837412497	0.18069255731023998;0.71347103249976	-4.960268460308001;-3.047797614932	-0.07961330486168;1.02407952099368	#	-0.09875561281987999;0.98608474019388	-6.68464920245615;-1.8020778568638502	0.026105755911874973;0.776557385442125	#	#	-5.408319181792501;-3.7677172564875003	-0.13244310799360004;0.8831490695536001	-6.97377663853495;-2.3721229058450497	#	-6.532945726195;-3.1459029291649996	#	#	-0.13994608999936492;0.8527796656633648	#	-0.07045573333210009;0.8267428525141001	#	-0.08743573352982997;0.94403325244183	-5.8661278435036;-4.0477638925364	0.04609525049984492;0.8659939224401552	#	0.20127594504446994;0.7765698074955301	-7.176730014893;-3.3237842692069997	#	-6.2386249947899;-4.290173125510099	-0.09793542767838992;1.19266144433239	#	-0.0815662059269251;1.204958547540925	-6.0125800251218005;-4.2038697679582	#	-4.874127026991779;-3.7152520689315995	0.07389495835251492;1.013153707511485	-5.717023011705799;-3.8461044767342	0.21410066666843997;0.9456789987015601	-6.9881551664882;-2.4986209615118002	0.38537834699057;0.94292588616143	-6.42737540494125;-3.4524679997587504	0.31078762991448;1.13678226332952	#	0.2089294006187501;1.24976163576325	#	0.25366190346444006;1.25554560531756	-7.983579170563699;-3.9515694891963	0.3857366494879;1.2894591871201	#	0.5615353722841401;1.3781290123858598	-8.171455011012299;-4.3417180041877	#	-6.986789831048751;-5.68504885331125	#	-7.772424076635;-5.397387536285001	0.4512129459911225;1.6665677806088774	#	#	-8.3026619162221;-5.5326397083979	0.482328521988131;1.354035297355869	#	#	#	0.391344712681853;1.578347014406147	-8.730900121824;-7.3015124295159985	0.6934084033427121;1.335061099257288	#	#	residential_area	0.1	1.0	1	2.0	339501	339501	0.6375	2.0	0	0
#	#	#	#	-7.1689977131591505;-3.44711532984085	#	-6.442464410138999;-4.9064113058949	#	#	0.12943245862762504;1.011437594490375	-6.050292466776249;-5.09290200246955	0.46460087381397996;1.50790064556602	#	#	#	#	#	#	#	0.24775140515192495;1.3650904980080751	#	#	#	#	#	#	-8.024876397021;-3.2830164811789997	#	-6.3507126610285995;-4.4506149301714	#	-7.533750392253101;-3.3573681206869	#	#	0.39973058929054;1.13174083739946	-7.2388130539998;-6.630106860986506	#	#	#	-7.045454936247;-3.4628913481529997	-0.09845096932934005;1.17958838696734	-7.1706400940689;-4.5936553637310995	#	#	#	#	#	#	#	-7.6405944711246;-2.931040917575401	#	-7.5684757476371995;-2.7536129770828004	#	#	#	#	#	#	#	-7.9077266159164;-4.814678093223599	0.460614603755408;1.111294830850592	#	0.0016193178827237364;1.4510730290632763	-8.6120753504275;-4.5665785122325	-0.31887455260633996;1.04183125836634	-8.1567794363395;-5.9698545937405	#	#	#	-9.14916803776735;-6.54208234113265	#	#	0.4028453859944625;0.8765990682595375	#	-0.16636611246899907;0.8467159466749992	#	#	-9.2958528341441;-6.937363141835899	#	-9.5701087130688;-7.6667073287312	#	home	0.1	1.0	1	4.5	340400	340400	0.3375	4.5	0	0
-4.877595629836275;-1.4064077835437248	#	-5.1418564484748;-2.5376341873251995	#	-5.84839843002825;-2.4926028385117496	0.8158810034732;1.4798184163868	-5.0527207524138;-3.4423011675461996	#	#	#	-5.476515800479049;-3.5064641535409495	0.9633733557048898;1.65329739831511	-5.16708696712125;-3.6620863056587503	0.6898356566045101;1.5841423828154901	#	#	-6.6576682707458;-2.8038756979941994	#	-7.199092110934849;-2.4540579863451497	#	#	#	-7.0825098805709;-2.5544485667290995	#	#	#	#	0.33890647610343;1.11080870358857	#	#	-6.8528395449217;-4.5625653959983	0.53768558572916;1.38594606689284	#	0.53570134674624;1.60044352581376	-8.270647378815;-3.025366751025	#	#	0.41951013987628005;1.4422547842337199	#	0.51277510754834;1.43825188279766	#	#	#	0.29978539681763494;0.984370797302824	-7.304148080972451;-5.56003461870755	0.3260906264826551;1.388529618699345	-7.5506101743516005;-5.1882598885884	#	#	#	-7.743229448951;-4.8152723587490005	0.010546197472779961;1.2082409112472199	#	-0.06433072598050005;1.2262858887305002	-8.4383901738638;-5.115162714756201	#	#	#	-7.8284700944574;-5.2877516651026	0.01632483917078187;1.263461941103218	-9.4022431617609;-5.705311423959101	#	-9.487965665211599;-7.7618870142483996	0.38939128475542745;1.0130481147845725	#	0.2953584588577611;1.005969956448239	#	0.158937792777336;1.3555948607086639	#	#	-9.019128311734399;-7.612132904585599	#	-9.1479538002225;-7.0589699386775	#	-8.8297225360766;-7.6660053451634	#	#	0.424613302110488;1.0836079627795119	-9.4466363408655;-8.2570104756545	#	metro_station	1.0	1.0	1	1.5	349927	340567	0.4875	1.5	2	2
#	#	#	-0.18963627642837;0.92741217090637	#	#	#	0.10621240096805007;0.64863209977395	#	#	#	0.23804972719811995;0.7092173660538801	#	#	#	0.192188899903245;1.19268578842367	-7.744072218777701;-5.9500653314623	#	#	#	#	#	#	0.30502804731535993;1.35755084950064	-8.6911281733233;-5.6233590181967	0.21632429408894;0.8822993449790599	#	#	-8.989910469237;-4.918272474543	-0.061087373689510005;1.04941940383151	-7.3035147050379425;-5.77618748041845	0.07007157128569996;1.1303971727403002	#	#	#	#	#	-0.19863674597235004;1.1863299599283499	#	#	#	#	-8.0843840456462;-5.0295393613338	#	#	#	-7.8753846926032;-4.791205152856801	0.417799568002475;1.5169321468055252	#	#	#	0.57337271779822;1.4406688898417799	-7.614873394545251;-4.11109356177475	#	-8.754177454833199;-4.583852800266801	#	-9.1208623227439;-5.280735861596099	0.42189189759016;1.9247174503698399	-8.6504635360767;-6.275444134723299	0.680224512632748;1.873138262307252	#	#	-9.0498409096151;-7.5934620478649	#	#	0.7073168281703079;1.3987226096096919	-9.218077219860001;-7.318047987580001	0.5092580853477521;1.4067508862962481	-9.92330663020055;-6.96271778825945	0.8548334394114185;1.5541677264085814	-9.2720021921255;-6.4140427713545005	0.267242320370895;2.426357001923134	#	#	-9.933641520315952;-7.814013779724051	#	-9.793845105774;-7.15193523413773	#	#	0.293248048420755;0.804553093227245	home	1.0	1.0	1	4.5	346335	341214	0.425	4.5	4	4
-6.376211230179813;-2.13543884141815	0.32287575588441203;0.9123502974775881	#	#	-6.489164885965851;-4.10960073925415	#	#	0.5704492442569;1.2353508105350999	#	#	#	#	#	#	#	#	#	0.29243589698308;0.8542282226509199	#	0.227998676790875;0.978450306321125	#	#	#	0.58094675025792;1.11644080751008	#	#	-7.161555643782;-4.451921406158	#	#	#	#	#	#	#	#	#	#	0.42033252048121006;1.72007050601879	#	0.2052950774768999;1.7477563695591	#	0.7783973666881201;1.39088401781188	#	0.14089551492529495;1.5065910224527053	#	#	#	#	-6.753350048355;-5.140489242345001	#	#	0.11045827181824996;1.6592014361817502	#	0.6689500255003401;1.68423509573966	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-9.882705682614201;-7.9881451872691	#	home	0.004115226337448558	0.3333333333333333	1	6.0	345951	341271	0.2	6.0	1	3
#	#	#	#	#	#	#	0.5704492442569;1.2353508105350999	#	#	#	#	#	#	#	#	-8.2516972235183;-6.0590221390217	#	#	0.227998676790875;0.978450306321125	#	0.19273195688517009;1.56416140534483	#	0.58094675025792;1.11644080751008	-8.0129428895962;-5.0785550020837995	#	-7.161555643782;-4.451921406158	#	-7.8093417321833005;-5.5020802018567	#	#	#	#	#	#	#	#	0.42033252048121006;1.72007050601879	#	0.2052950774768999;1.7477563695591	-7.9671313618495;-4.5102006260305	0.7783973666881201;1.39088401781188	-8.2350536552618;-4.4320837421382	0.14089551492529495;1.5065910224527053	-7.228797834945949;-4.83871642369405	#	#	0.55493748760327;1.47421200805673	#	#	#	#	#	0.6689500255003401;1.68423509573966	#	#	#	1.2688248851547255;1.65346084226977	#	#	#	#	#	#	-8.2147006253895;-5.3873668038055005	0.6490138595494451;1.897385409370555	#	#	-9.1513846872989;-6.2349837385211	#	#	#	-8.8360000891775;-6.901162871165	1.1033924582040004;1.6099334877759994	#	#	#	#	#	#	home	1.0	1.0	1	5.0	345951	341271	0.2875	5.0	1	1
#	0.18896630199556397;0.577156853776436	-3.99940917074354;-1.2649757965364599	#	#	#	-5.578183545168;-1.8618306570120005	0.17533923675315;0.75275375483685	-6.0201010633514995;-3.4401005357085	0.23094894210925004;0.7497754926167499	#	0.021908410470529938;0.9810711038554701	-6.208405376036;-4.282004529364	0.24209109503891002;0.75584176754309	-6.1469111959000005;-4.55318549142	#	-6.8998829579044;-3.9763161785756003	0.1741065658248;0.9489925322632	-6.9540403711773;-5.559051217327455	#	#	#	#	0.08711555601235998;0.67800555022164	#	0.17282786934118494;0.8943008411388151	#	0.16834333523874;0.92382211107526	#	#	#	#	-7.9909867193838;-4.0870954522962	#	#	0.022802423295374852;1.5226170670886252	#	#	#	#	-7.695903930849901;-5.7474520615701	0.20508208053550991;1.7144241850904902	-8.9103580909432;-4.9203568706168	0.325451346908855;1.532805346317145	#	0.387536693224495;1.589311946715505	#	0.576809401576025;1.476099693323975	-9.2174042305746;-4.5078506770254005	#	#	0.38220198655825;1.9309451509217501	-8.961236439494751;-4.53192985844525	#	#	#	#	#	-9.1709594755637;-5.1389497941963	#	#	#	#	0.6583534137877649;1.3765037029122351	#	0.4028409780005391;1.612801095519461	-11.491767582112463;-6.959145926603	#	-8.945361615147718;-7.1068938661445005	#	-9.696512897424801;-7.761894212595201	0.3488091922668145;1.4289675878311856	#	#	#	#	#	0.5580423025264;1.7366503266452722	-10.340984887949102;-8.0637010888309	#	bus	0.03125	0.5	1	14.0912	346544	341537	0.45	14.0912	4	8
#	#	#	#	#	-0.8166269223530606;0.74121679708684	#	-0.024905081506299998;0.5700068462163	#	#	-5.9752404526554;-3.3485049234046	#	#	#	-6.5181094845368;-2.8206658501431994	#	#	#	#	#	-7.4834950551113995;-2.7692908981886	#	-7.0162744275604005;-2.8163334987795996	#	-7.30277584900915;-2.4343595810908503	-0.02688522226496501;0.509594679840965	-6.114216854642;-3.404582617018	#	#	#	-5.7275074783513;-3.9761213644687	#	-7.270906085102601;-2.8285470570373996	#	#	#	#	-0.39364304272296;0.97001648308696	-7.063838953838;-3.5488709051420004	#	-6.4235114150712;-4.6636194041088	#	-7.4638272070714;-4.1596074464886	#	#	-0.05097597833221995;0.57904329274493	#	-0.016876964546894968;0.562665667912895	-7.2997200181696;-4.658729872172801	#	#	#	#	#	#	-0.3898996480191449;0.8799156788571448	#	#	#	#	-9.5145136454381;-7.4838046627019	#	#	#	-10.21394514194225;-7.55839354735775	#	#	0.46569235027983047;1.5314650514061696	#	#	#	#	-10.3488558157325;-8.4304012490075	#	#	0.9048589903983856;1.4623903745416147	#	#	#	#	park	1.0	1.0	1	5.0	349281	341738	0.3	5.0	6	6
#	#	#	1.55166308044205;2.12944676009795	-6.3472967000902;-2.1983130596697995	#	#	1.5185848149475;2.3934552968925003	-5.983507376893;-3.2806496812670005	#	-6.1850570622826;-4.0359098110774	1.3285799098216;2.0016765367584	#	#	#	#	#	#	#	#	#	#	#	#	#	1.1616218841940702;2.23458168840593	#	#	-7.47152489354375;-2.3819774001762504	1.15225082345684;2.09449899832316	-5.8909834850113505;-4.072236366748649	1.09640094281312;2.177238177429282	#	#	#	#	#	#	-6.147157832381037;-3.199019772349	#	-7.093585071668199;-3.4480944775317997	1.7169661109058243;2.42390400491213	#	#	-6.26536654191855;-4.13367231026145	1.1906214922234302;2.23564345178083	#	#	#	0.2650823554237529;2.10432095445792	-6.0916681456406;-4.3348938915194	#	#	#	-6.7071586688654;-4.556835018854599	#	#	1.1855861167470199;1.89525373889298	#	#	#	#	#	#	#	#	#	#	#	#	#	1.0868487897896235;2.0533063016103767	#	#	#	#	#	#	-10.6361085726945;-8.4268033944455	0.8556217618783849;1.4658890734216148	home	1.0	1.0	1	2.0	346723	342043	0.2875	2.0	1	1
#	#	#	#	#	#	#	#	#	#	-6.1850570622826;-4.0359098110774	#	#	#	#	#	-6.355994336948299;-4.1633192524517	#	#	#	#	#	-6.3309498935523;-3.5091145820277	#	-7.239931016585599;-2.4382053824744	1.1616218841940702;2.23458168840593	#	#	#	1.15225082345684;2.09449899832316	-5.8909834850113505;-4.072236366748649	1.09640094281312;2.177238177429282	#	#	#	#	#	#	#	#	-7.093585071668199;-3.4480944775317997	1.26455427242787;2.42390400491213	#	#	-6.26536654191855;-4.13367231026145	1.1906214922234302;2.23564345178083	#	1.3551680241122501;2.3543794593877503	#	#	-6.0916681456406;-4.3348938915194	0.9479563800086993;2.37360371605175	#	1.03279031534242;2.18574115781758	-6.7071586688654;-4.556835018854599	#	#	1.1855861167470199;1.89525373889298	#	#	#	#	#	#	#	#	#	#	#	#	#	1.0868487897896235;2.0533063016103767	#	#	#	#	#	#	#	0.8556217618783849;1.4658890734216148	home	1.0	1.0	1	2.0	346723	342043	0.25	2.0	1	1
#	0.662229108442092;1.107929371597908	#	0.7599580995721951;1.472557971147805	#	0.71456995778752;1.44490111199248	#	0.48430474821519987;1.823133761428659	#	#	-7.50457315347325;-4.81813908946675	1.0500380372050209;1.67500274362602	-8.5742109688575;-4.3602091167624994	0.81659062074388;1.50159151741612	-7.784780534964;-5.2348194077959995	#	-7.8773432720942;-5.0866658918258	0.93796469742032;1.73222281301968	-7.78623433766795;-4.82918408611205	0.91786639002495;1.88511515697505	#	0.723131038672156;1.72160859485788	-8.0902527213626;-3.7590636385573997	0.6138059227535998;1.9063777850863999	-8.2679180294214;-3.7329549305386003	0.9442916478386951;1.554768777821305	-8.900845650215244;-4.4924939460259	1.11864709671881;1.9233962275011898	-8.06599989530945;-3.92650126737055	1.027635603417695;2.087664800142305	#	1.4082174473253;1.9791620019547	-7.7075169584662;-4.8805612133338	#	-8.7024146923904;-4.2264418900096	#	#	#	-8.780438279583;-4.251537139917	#	-7.645494998206001;-5.1313635539739995	1.08834321483251;2.59768531938749	-8.172641626136599;-4.6190467892833995	#	-7.3547870531605;-5.4168832061995005	#	-7.381047119818;-5.4124218816820004	1.53646788320429;2.37580548883571	#	#	#	1.42283067487003;2.10427766718997	#	#	-8.302250413027199;-5.4351522130128	0.4630694743035494;2.0896854028476852	-9.119443902632849;-5.836755153587149	#	#	#	-9.3576014783134;-6.9624062679066	1.4269479732927826;2.3456158184072176	-9.0095379620225;-7.661039015957501	1.7055581354435576;2.2536201981964425	#	#	-10.527237081631;-7.392188848368999	#	#	#	#	1.264502615297689;2.666813514802311	#	1.4776690177205936;2.3969471824994066	-10.168061974320398;-8.8380994704196	1.2783574300875826;2.4473748484524176	#	#	-10.861547860278499;-9.3320288907215	#	home	1.0	1.0	1	3.0	347013	342333	0.575	3.0	1	1
-6.127236477945775;-4.017298767454225	#	-7.952081961707241;-4.56659302221276	0.12650797729075008;1.08948077671725	-8.5071098033505;-4.236097232329499	#	#	0.5892447070387501;1.37662814078925	#	0.6067157802642501;1.4022498243757502	-8.15508052498465;-5.2298523219553505	0.7386779381781801;1.4454293964618201	-8.61685754963575;-5.06505598858425	0.61529919577315;1.66182834346685	#	0.70028717694621;1.4245855939137901	#	#	#	0.5403626236749499;1.50761139062505	#	0.45762793003037006;1.45332328302163	#	0.4882685447879599;1.44846478537804	#	#	-8.1694617116205;-5.7985317536995	#	-8.34924544956025;-5.2955169535397495	0.965657144256155;1.419955371423845	-8.63622318474245;-5.335533970117551	#	-7.9725465205508;-6.087909357129201	0.8308961675814;1.4963600294986001	#	0.6974635520483398;1.73733503841166	-9.3403694878238;-4.6853889766162	0.65075629241582;1.97180145804418	-8.113370142137999;-5.950312881402	0.7318091432516599;2.00984849954834	-8.490191052445;-5.347526747154999	#	#	0.654079755776515;2.098946017363485	-9.23386178622515;-4.776682938214851	#	-9.1615277281364;-4.633689680423599	#	-8.1604703217976;-5.7089218966624	#	#	0.81944829097914;1.9345433693208602	-9.191051483530499;-4.8278539559295	0.9291057290440401;1.85834969163596	#	0.898181208459195;1.918196798900805	#	#	#	#	#	1.1338066788305834;1.7666667499094164	-8.5958605335464;-7.085541713953599	#	-9.7437292042635;-6.3071330230365	#	-9.6636536465125;-7.0511134521275	0.8966854589832575;1.9250626267367426	-10.011233071905501;-6.9180805504745	1.149580350986015;1.716608151253985	#	1.274035478552161;1.766739308107839	#	1.2092433601753338;1.884631399604666	#	#	#	#	-9.8368732368909;-8.7152259925491	1.0492919875769902;1.67605301024301	home	1.0	1.0	1	2.6666666666666665	347139	342459	0.5625	2.6666666666666665	3	3
#	#	-7.07814300462673;-5.190081865293269	#	-7.58708607155555;-5.329550855444451	#	#	#	#	1.281244875077125;2.370780631142875	-8.213012152334;-5.825070762106	#	#	#	#	1.3603288374202749;2.308814859639725	-9.925536504297;-5.2744075371829995	1.12766852986312;2.21250888287688	#	#	#	#	#	#	-10.044154304036251;-5.04235676850375	#	-9.472381015626201;-5.8143747948338	#	#	1.370594660786925;2.127758372733075	-10.2103472784637;-5.2256329543363	#	-9.4509761029539;-6.1528610669661	1.4247234096270849;1.940457902612915	#	0.9425766606990149;2.2824110758209852	#	1.1177372892020598;2.0978675733779397	#	0.8667426447243598;2.3651336141756403	-9.993393728724;-6.222196562376	0.9576318636229799;2.31385230539702	#	0.9857772315181901;2.13375316538181	#	0.981812216213075;2.113919339066925	#	1.208473254645615;1.748047429694385	-10.173603497633;-5.980165402007	#	-9.507384376905401;-6.709558712934601	0.80670277753551;2.0663472178844904	#	#	-10.0782460776162;-6.8853412639638	0.995410473790985;1.557459880769015	-10.44898696617595;-7.29017326426405	#	-10.0067325404039;-8.2945092510561	0.560876859896426;1.7718650603235742	-10.766469884864499;-7.9026495245955	#	-10.3492249758707;-8.245566620009301	0.8085209334416876;1.2809882289183125	-10.74354770762325;-8.296274669476748	0.629044003302214;1.358861217043786	-11.4332321000945;-8.2506831360255	#	#	0.3050915032784284;1.3824443237875714	#	#	#	#	#	#	#	#	#	#	home	1.0	1.0	1	1.0	347188	342508	0.45	1.0	1	1
#	0.23691646892237206;1.2577138458276278	#	#	-7.50917833420675;-4.7635273956932505	#	-6.926379425942501;-5.3778990558775	0.8820788298976;1.4419959383424001	#	0.756911569807125;1.8464473258728749	-8.16791299453895;-5.36208186102105	#	#	#	-8.7584149939252;-4.8059752468148	0.45272262096633487;1.608151048033665	#	#	#	0.65665007709625;1.15695116344975	-9.321899216625;-4.3421060931149995	0.17030982400959005;1.50416586292241	#	#	-8.9064341331572;-4.6382335695028	#	#	0.43880612428505;1.17786144847295	#	#	#	#	#	#	#	#	#	0.01622456476030998;1.52903435120569	-8.615632564544;-5.506237752236	-0.10307345394783007;1.4614229994498302	-8.4764399483589;-5.8994552180210995	#	#	0.13942906288486506;0.990514669025135	#	0.06456150077872003;1.17925159097328	#	-0.04306151685832005;1.23592912029432	-8.083122835169;-5.179973384350999	-0.12549825309772;1.12248831331172	-8.855025374368001;-5.08630252610532	-0.3175768884125701;1.1898664582345702	#	#	#	#	#	#	#	#	#	-0.3925588807621043;0.8935761023981044	-8.4244575136298;-5.9432194528702	-0.44977387358834;0.91093193738434	#	#	#	#	-8.78571422417435;-7.06238639080565	#	#	#	#	-0.3295530347045175;0.7022898033125176	#	#	#	#	#	#	home	1.0	1.0	1	8.4048	349098	342610	0.3625	8.4048	8	8
