A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-3.6753981931567252;1.0209147753567254	0.673417928651488;1.162250475338512	-3.9444635897647204;-0.2985524241552797	0.23426502702883512;1.409091842329165	#	0.23194503167201996;1.37723706894798	#	0.37333585499605004;1.26570374657995	#	0.3015341398783751;1.079773965639625	#	#	#	0.09037825326551002;0.98468497947649	#	#	#	0.22434593904479994;0.9992319054832	#	#	-5.126273895242;-3.1343566458379994	#	-5.4472550752969005;-3.5441568419431	#	-5.4845158049023;-3.7505593259177	#	#	#	-5.82969537483595;-3.72601574424405	-0.093182147013125;1.168757372897125	-7.21264655920365;-2.2952932394563503	-0.06684173889450007;1.1566108781685003	-5.6115069268919004;-3.6595612933481	0.28003853778515503;0.829046223866845	#	#	-6.34452406994;-2.8706580168	0.10371402985461997;0.99861559366738	#	#	#	#	#	#	#	#	-6.8553106162536;-4.8210645368464	-0.054287608758075034;1.244687257100075	-7.1927665161278;-4.6767036587522	-0.2084006307120001;1.4053751017140002	#	0.058881301788959894;1.2152761978470399	-7.45243621769725;-5.00640124010275	0.22069003317851993;1.11551755271148	-8.4276165260742;-4.5830984851458005	#	-8.76958855607975;-5.3630247599002505	#	#	#	#	0.37647043979494105;0.907256305861059	#	0.12235935788171248;1.1617874079302877	#	0.08697958615646195;1.124088258315538	-10.141514082475501;-7.623975349704501	#	-10.5496053686956;-7.7215802062444	#	#	#	-10.391668130265;-8.260051945015	0.012035039672778969;1.2502464452932212	-10.1535255744811;-8.5741951010989	#	#	#	#	#	metro_station	0.06092699470458736	0.5714285714285714	1	24.0868554752	4731	51	0.4625	24.0868554752	8	14
-5.669403211821351;-1.99402784515865	-0.10391963025821194;0.744348612522212	-6.73331428473287;-3.4129309017671297	-0.23615719492210502;0.8616317964241049	-7.949461110940501;-3.6784485399194993	#	#	-0.21888273196844993;0.8484592560044499	#	#	#	#	-8.5167823856845;-6.4699814860955	#	-9.200877248248801;-5.8221787547512	#	-9.6519495042056;-5.9310463305144	-0.0047361853852799785;0.6926611844092799	-9.343150749886;-6.5924063298340005	0.03233279389767496;0.649370800400325	-8.9265350794358;-6.4698371385042	-0.04510948720297997;0.6687852941869801	-9.654487289759901;-5.7826667460401	#	#	-0.39296418583312;0.93898591594712	-10.4233749220404;-5.816996718079599	-0.33291421774032;0.84957430096032	#	#	-10.4534118437332;-6.142307563406799	-0.0544007401708001;0.5981073222628001	#	#	-10.212886140234401;-6.436284088225601	#	-10.721674076299601;-6.2751255282804	0.030430052935469964;0.60572391538653	-9.704991114388;-7.541933853651999	#	#	-0.08218426957877001;0.72717309083477	-11.212218410726;-6.848154575994	#	-10.09037010157985;-8.08786945972015	0.09228243763636002;0.64962748273364	#	#	#	#	#	0.005633441092219971;0.87292961313578	-11.07813734292375;-7.442139403256249	0.03498959637748;0.86098422979252	-11.5171290842432;-7.3468044296768	#	-11.60873637067425;-7.58279733882575	-0.32361004086416995;0.9496171635741699	#	#	-10.9636156552297;-8.7246288281103	#	#	-0.22283841630923504;0.49531187281523503	#	-0.513227388494102;0.754349877478102	#	-0.2500896599773265;0.4791232407933265	-10.75085746749445;-9.29265699310555	#	#	-0.427987334967881;0.595320618724681	-10.62728200511;-9.26304764655	#	#	#	-10.830572945354001;-9.401185253046	-0.44525949818794;0.59525838707894	-11.0355189759882;-9.8798824212118	#	library	0.13430000343963408	0.6692913385826772	1	87.85837328678284	4963	56	0.55	87.85837328678284	85	127
-2.03806781455325;1.36505752494925	-0.02927881536145599;0.574573154075456	#	-0.39597705969802;0.91366594752202	-3.608002725746;-1.1674241137339996	-0.27918685670772;0.8163098745997199	-3.7593516399377;-1.9631144106623	#	#	-0.21220059637874994;0.86004094133675	#	#	#	#	#	-0.311072008836645;0.913337219846645	-4.6578159166111;-0.6046892452688999	#	#	0.041999531895224984;0.692390944154775	-4.3202085058452;-2.4610857397348	-0.41796466674824995;0.99103819125825	#	#	-5.312709693364599;-1.8447967353953998	-0.24042092335617515;0.7770409599481751	-5.189265110585;-1.8022223135549997	-0.29647322224415007;0.7710511349161501	-5.368377944442099;-1.4324612162379002	-0.232470398789895;0.7266036363418951	-5.7520347953332;-1.4409305150067997	-0.34515748437624005;0.82935702800424	#	#	-5.3480301228542;-2.0609875961058	-0.15583916553506505;0.7040545635730651	-5.9362110413812;-1.9065264197387997	#	#	-0.1984186838042001;0.6829877688142001	-6.4891834969982;-2.8436929028618	-0.05545931860545997;0.51327828600946	#	-0.14795478152091;0.6041673820449099	#	-0.336315943832635;0.760957113702635	-5.354187899991601;-2.9918376142284004	#	#	-0.45715799548140007;0.8338625904594001	#	#	-8.13226245076325;-3.5707377628167496	#	-7.2144036689888;-5.5202092780712	#	#	#	-9.152877188855399;-5.507498572824599	#	-9.741050253293;-6.096187976587	#	-10.177746848464901;-6.240129925955101	-0.01725949231556001;0.88987771499956	-9.063592319946249;-7.241154951113749	#	-9.359559223867999;-7.079524145132	#	-10.0648039872622;-7.0600272521578	0.1902067855262155;0.7761355124697845	#	0.21219803601974901;0.856503043900251	-9.655130025365;-8.035101724575	0.03442929678696394;1.085032913677036	#	0.11285375917852497;1.012097927151475	-9.832961197018651;-8.08196127394135	#	#	0.350732945664755;0.862037990471245	train	0.095367431640625	0.625	1	75.57598778517338	4954	61	0.575	75.57598778517338	25	40
#	#	#	#	#	-0.0017487058890600093;0.7119840129930599	-6.530101020380199;-3.1853834210397998	-0.14973814235529997;0.7951219781453001	#	-0.230702628718375;0.928010000748375	-6.416969038539699;-3.9096305788003	-0.12233372638605006;0.8031741356520501	-7.127930020425;-3.515928432915	#	#	0.20719891635418997;0.86251653170581	-6.9718056193687;-4.5133517367513	#	#	-0.04636905235140004;1.0209399318694001	-7.0546687550724005;-4.6643680557876	-0.012237522038760051;1.03981794527276	#	#	-7.9978375986159005;-4.1297808378041	0.0014509366137299695;1.1484079687022701	-7.7349559337944;-4.4833948486456	#	#	#	#	#	#	0.12303020069285497;1.004769817733145	#	0.23074206256315993;1.19062343459084	#	#	#	-0.16340917131883015;1.40108728207883	-8.4390012106892;-5.422043477610799	#	-9.036980737913199;-5.0469795175867995	#	#	#	#	0.69204607857637;1.21163602491963	-8.137163504437801;-5.6211006470622005	#	#	0.6301953988455;1.6626908417545	-8.35367561150125;-5.37876820631875	#	-8.668423135725199;-5.1497117084348	#	-8.76629658229285;-5.48360783324715	#	-9.2395054269609;-5.870291857599101	0.688341825544476;1.447468757155524	-8.8725502115328;-7.2063274564672	#	#	0.2496058386354525;1.4402234232365476	#	0.5693196740455899;1.14549115857841	#	0.32587662986497645;1.4664403977370235	-9.908596024308999;-7.257322434510999	0.030587451638837027;1.4292560256331628	#	0.3035780724005281;1.213185142349472	-9.29049162605;-8.09678656231	0.4088453783697415;1.1780373121642587	#	0.203293839897689;1.246417074746311	#	#	-9.741646398304699;-8.4160632913553	0.13019531800043493;0.905399740771565	bus	0.3276800000000001	0.8	1	27.05553012736	4794	72	0.5	27.05553012736	12	15
-5.31222176052155;-1.0923463395384498	0.20026827245669598;0.602836252081304	#	#	-7.2888719339399;-3.2619172241201	0.16737576247865996;0.61553351619534	#	-0.006865388168349973;0.7455232263043499	#	-0.08178759921537504;1.215278777053375	-7.6211391531888495;-3.97952853309115	-0.0244229799315;0.8169478037395	-7.30325884206625;-4.594257651433749	-0.022481035749800038;0.7386310716638	-8.224293743582;-3.761861771038	#	-7.990708124486;-4.004026152673999	#	-7.366494893316;-7.314442520401238	0.105527762128025;0.6225055513599751	-8.330737314888001;-3.6829303996119997	-0.13048264615763;0.8652127068336299	-8.2887837352826;-3.9575946524774	-0.380742344397;1.004156079531	-8.04052297252815;-4.50591938075185	#	#	#	-8.318714828607401;-4.7899618998726	-0.008474472781725029;0.5804306365097249	-8.85675213204315;-4.613008856096849	#	-8.158549475454;-5.466210670565999	#	-9.111249014224601;-4.8450874369554	-0.16447767912802008;0.7154135785640201	-8.5855371333432;-5.945398932956801	-0.16257050358377;0.75363824031977	#	-0.03561490044771004;0.5593344550697101	-9.6972484398259;-5.2346651263141	#	#	#	-8.88252428506115;-7.00921723299885	#	-9.3285039429184;-5.128770101561599	-0.18976313047373;0.7295113899797301	#	#	-8.8942308981678;-5.5758795292722	-0.52066525016948;0.96612818761948	-8.8682696374055;-5.8272531787745	-0.18265047360378006;0.62613593828178	-9.5062830102982;-6.9649914239218	#	#	#	#	-0.34129985348293007;0.83353944543893	#	-0.29695064179756137;0.9483546593575614	#	-0.3178741282910151;0.853844764491015	#	#	-9.17860592028321;-8.819644803504	-0.05785176495725902;0.5778723023812591	#	-0.33763615474636843;0.8531222258163684	#	-0.016910679656442024;0.5136934444804421	#	-0.009105180435036497;0.5349574068830365	#	-0.35645571484033556;0.8845012369623355	#	-0.13935989466996004;0.5543186955079601	-12.0693967066629;-9.588177044937101	#	residential_area	5.41922809869769e-05	0.2222222222222222	1	3.4403200000000003	77	77	0.6	3.4403200000000003	0	0
-6.29140718757105;-3.4327819023889496	#	-7.067742192747909;-4.26820326201209	#	-7.96246545948825;-4.60666986797175	#	-7.9137367647207;-5.4981073874193	#	#	0.032455171755500056;0.7934007791665	-8.17803983812905;-6.2079881911909505	#	-8.98136960122175;-5.91116825183825	#	#	-0.04310011965469496;1.008857104988695	#	-0.05682014938840002;1.0086480544644	#	-0.021614322727400048;1.0456946614934002	#	0.30211952271324993;0.77178714204875	#	#	-8.78612528888585;-6.98547817609415	0.25635379040678996;0.73733577160521	#	#	-9.75094676569495;-6.2900544702050505	#	#	#	#	0.09823497455820507;1.146340557077795	-9.784004016901399;-6.3570873400786	0.10396375791738488;1.7066034759136082	#	#	#	-0.19848394480002007;1.4321179925440202	-10.8597844851956;-6.837174174424401	#	-10.3169329370672;-7.5738070980928	#	-10.72162525729295;-7.03960794806705	0.07996494496013995;1.2643231657918599	-10.7664157121916;-6.763544394648401	0.400854528464105;0.9803971609238951	#	0.40056259849711995;1.08910691099888	-10.9283839317026;-6.5689811529574005	0.44745567004802994;1.12890266236797	#	0.39976134418821996;1.20854775607378	-10.9533402506966;-7.239144855223399	0.012890895270515124;1.5325059585814849	-10.210611146403151;-8.53829801009685	#	#	#	#	-0.0906305302449324;1.0321857248949324	-11.5536124587289;-8.694794693071099	#	#	#	-12.1545271680485;-8.7819752807515	-0.19021575871888846;0.7633703422888884	#	#	-11.320102697837699;-9.9570758971623	#	#	-0.3277860014225915;0.7790999520865916	-11.8138405045663;-9.5695287792337	-0.38930176653152404;0.905609835349524	#	-0.074311358243288;0.5673413376712879	#	-0.42330770067422996;0.79722692241223	office	0.04245401678844722	0.5315985130111525	1	112.75636031002811	4972	82	0.5125	112.75636031002811	143	269
-6.634091170245876;-4.2519034325941245	#	#	0.048724634056725;0.722805593655275	#	-0.11138741595310003;0.8015265268031	#	#	-8.315668992966;-5.367096961374001	#	-9.16916996174875;-4.69177985507125	#	#	-0.09705634076283998;0.8923893988748399	#	#	#	#	#	-0.13805798359040006;0.9292510006304	-8.76276129477;-5.4428992124299995	#	-8.5061108089662;-5.749899574453799	-0.2965907231269601;1.05137707616296	#	0.11561607042061994;0.63359666555738	#	-0.14697002267084003;0.90413088284084	-8.60392949027065;-6.09308606020935	#	-8.8462344279821;-6.0170722440179	#	-8.4801006608819;-6.5281550273381	-0.13568203151655012;1.0288797268385501	-10.021444878061999;-5.125849625458	#	#	-0.15781801575906007;0.9927697091430601	-8.801522946215;-7.111634461265	0.08559944962355992;0.7025839664564401	-10.3251214285917;-5.736831542868299	#	#	0.08122052341775499;0.892720752528245	-10.19683495870645;-5.868849700493549	0.24570643578407003;0.83788554619993	-9.0959963000304;-6.8648876968096	#	#	#	#	0.14589525962066996;0.90994188737333	-9.72217772559425;-7.01170653420575	#	-9.9817978476782;-7.440506261301801	0.29200925029865;0.9165085913853499	#	0.15199913146838;1.11213767907762	#	0.288401577729662;0.812560649556338	-10.0797820715533;-8.673906621966701	#	-11.3719220273449;-7.434305104835099	0.4032796459635575;0.9513417087164424	-11.233940546408752;-7.84941400429125	-0.09705162960602498;1.3433770817260249	-11.4982456146085;-8.1256937273115	0.2831236989510219;0.8066611661709779	#	#	-10.3311875870477;-8.9681607863723	0.23562221709071896;1.258930170783281	#	0.2335544683967784;0.9652248444452215	#	#	#	#	-11.6264926403612;-10.130962981238799	#	forest_path	0.17831521367830508	0.7083333333333334	1	54.140793939709475	4777	97	0.525	54.140793939709475	17	24
#	-0.17390395768149597;0.8612708470674959	#	#	#	-0.16062338315868002;0.7356921242746801	-7.2247286407649;-2.7031659601751006	-0.053353353558549976;0.62904562235855	-7.1294475217955;-2.5837323064245	#	#	#	-5.5971125200452505;-3.61051164691475	#	-7.05997622406;-2.2787991106199996	-0.12074926847675999;0.7070203509147599	-6.7406698224101;-3.3519901463698996	-0.17516021184703995;0.7547029478790399	-6.143494848746251;-4.42427958621375	-0.10784180096435003;0.65928653144435	-6.1326292865486;-4.2071092787914	-0.28518975619389;0.82322582543789	#	-0.33669769208680006;0.8635476086508	#	#	-7.232243312221001;-2.4903833963789994	#	#	-0.137064472863545;0.6537509596135449	-7.0269916679331;-2.8506093963669	#	#	#	#	#	#	-0.36905389007156997;0.97329845564757	-7.7223312305;-2.99064347264	#	#	#	#	-0.18140348256414002;0.8478163202101401	#	#	-7.6130984412344;-4.3976772189456	-0.09100329459120005;0.7083658536292	-7.587248699419599;-4.4905559518804	#	#	#	#	-0.3312655632273201;0.8388935007773202	#	-0.17811020734490993;0.6129222913649099	-8.85363454611905;-5.8186958913409494	#	#	-0.15428972481277797;0.7313583620667781	#	#	-10.5850061304219;-7.1867887863381	#	-9.7713532095115;-8.0009854797885	0.2073314399844619;1.244440112143538	-9.654769874254;-7.564737718746	#	-9.94381815533425;-7.955362962985751	0.7085897960370173;1.3701222296829825	#	#	#	0.41590271401640844;1.5227886675255915	#	0.670538842345656;1.2460551098483441	-11.0201246176895;-8.5186961561505	0.448169356709472;1.263241700168528	-11.032180248657399;-9.7405864521426	0.177532568409015;0.886762146688985	park	0.13168724279835387	0.6666666666666666	1	29.919999999999998	4778	98	0.5	29.919999999999998	4	6
#	-0.17390395768149597;0.8612708470674959	#	#	#	-0.16062338315868002;0.7356921242746801	-7.2247286407649;-2.7031659601751006	-0.053353353558549976;0.62904562235855	-7.1294475217955;-2.5837323064245	#	#	#	-5.5971125200452505;-3.61051164691475	#	-7.05997622406;-2.2787991106199996	-0.12074926847675999;0.7070203509147599	-6.7406698224101;-3.3519901463698996	-0.17516021184703995;0.7547029478790399	-6.143494848746251;-4.42427958621375	-0.10784180096435003;0.65928653144435	-6.1326292865486;-4.2071092787914	-0.28518975619389;0.82322582543789	#	-0.33669769208680006;0.8635476086508	#	#	-7.232243312221001;-2.4903833963789994	#	#	-0.137064472863545;0.6537509596135449	-7.0269916679331;-2.8506093963669	#	#	#	#	#	#	-0.36905389007156997;0.97329845564757	-7.7223312305;-2.99064347264	#	#	#	#	-0.18140348256414002;0.8478163202101401	#	#	-7.6130984412344;-1.967495742879343	#	-7.587248699419599;-4.4905559518804	-0.04361686305804002;0.62341043967804	#	#	-7.3483512152385;-4.5717709704015	#	#	-0.17811020734490993;0.6129222913649099	-8.85363454611905;-5.8186958913409494	#	-8.7682502809332;-7.2217260195868	-0.15428972481277797;0.7313583620667781	#	#	-10.5850061304219;-7.1867887863381	#	-9.7713532095115;-8.0009854797885	0.2073314399844619;1.244440112143538	-9.654769874254;-7.564737718746	#	-9.94381815533425;-7.955362962985751	0.7085897960370173;1.3701222296829825	#	#	#	0.41590271401640844;1.5227886675255915	#	0.670538842345656;1.2460551098483441	-11.0201246176895;-8.5186961561505	0.448169356709472;1.263241700168528	-11.032180248657399;-9.7405864521426	0.177532568409015;0.886762146688985	park	0.13168724279835387	0.6666666666666666	1	29.919999999999998	4778	98	0.5125	29.919999999999998	4	6
-5.669403211821351;-1.99402784515865	-0.10391963025821194;0.744348612522212	-6.73331428473287;-3.4129309017671297	-0.23615719492210502;0.8616317964241049	-7.949461110940501;-3.6784485399194993	#	#	-0.21888273196844993;0.8484592560044499	#	#	#	#	-8.5167823856845;-6.4699814860955	#	-9.200877248248801;-5.8221787547512	#	-9.6519495042056;-5.9310463305144	-0.0047361853852799785;0.6926611844092799	-9.343150749886;-6.5924063298340005	0.03233279389767496;0.649370800400325	-8.9265350794358;-6.4698371385042	-0.04510948720297997;0.6687852941869801	-9.654487289759901;-5.7826667460401	#	#	-0.39296418583312;0.93898591594712	-10.4233749220404;-5.816996718079599	-0.33291421774032;0.84957430096032	#	#	-10.4534118437332;-6.142307563406799	-0.0544007401708001;0.5981073222628001	#	#	-10.212886140234401;-6.436284088225601	#	-10.721674076299601;-6.2751255282804	0.030430052935469964;0.60572391538653	-9.704991114388;-7.541933853651999	#	-9.9431371202686;-7.806125392671399	-0.08218426957877001;0.72717309083477	-11.212218410726;-6.848154575994	#	-10.09037010157985;-8.08786945972015	0.09228243763636002;0.64962748273364	#	#	#	#	#	0.005633441092219971;0.6618901968013742	-11.07813734292375;-7.442139403256249	0.03498959637748;0.86098422979252	-11.5171290842432;-7.3468044296768	#	-11.60873637067425;-7.58279733882575	-0.32361004086416995;0.9496171635741699	#	#	-10.9636156552297;-8.7246288281103	#	#	-0.22283841630923504;0.49531187281523503	#	-0.513227388494102;0.754349877478102	#	-0.2500896599773265;0.4791232407933265	-10.75085746749445;-9.29265699310555	#	#	-0.427987334967881;0.595320618724681	-10.62728200511;-9.26304764655	#	#	#	-10.830572945354001;-9.401185253046	-0.44525949818794;0.59525838707894	-11.0355189759882;-9.8798824212118	#	library	0.12365999545878342	0.6583333333333333	1	88.32176789917712	4963	104	0.5625	88.32176789917712	79	120
#	#	#	#	-5.26073694870675;-2.51508601019325	-0.0017487058890600093;0.7119840129930599	-6.530101020380199;-3.1853834210397998	-0.14973814235529997;0.7951219781453001	#	-0.230702628718375;0.928010000748375	-6.416969038539699;-3.9096305788003	-0.12233372638605006;0.8031741356520501	-7.127930020425;-3.515928432915	#	#	0.20719891635418997;0.86251653170581	-6.9718056193687;-4.5133517367513	#	#	0.08615432893473016;1.0209399318694001	-7.0546687550724005;-4.6643680557876	-0.012237522038760051;1.03981794527276	#	#	-7.9978375986159005;-4.1297808378041	0.0014509366137299695;1.1484079687022701	-7.7349559337944;-4.4833948486456	#	#	-0.10639057796712492;1.1555489419431249	#	#	-7.820993312763701;-3.3113258145763	0.12303020069285497;1.004769817733145	#	0.23074206256315993;1.19062343459084	#	#	#	-0.16340917131883015;1.40108728207883	-8.4390012106892;-5.422043477610799	#	-9.036980737913199;-5.0469795175867995	#	#	#	#	0.69204607857637;1.21163602491963	#	#	#	0.6301953988455;1.6626908417545	-8.35367561150125;-5.37876820631875	#	-8.668423135725199;-5.1497117084348	#	-8.76629658229285;-5.48360783324715	#	-9.2395054269609;-5.870291857599101	0.688341825544476;1.447468757155524	-8.8725502115328;-7.2063274564672	#	#	0.2496058386354525;1.4402234232365476	#	0.5693196740455899;1.14549115857841	#	0.32587662986497645;1.4664403977370235	-9.908596024308999;-7.257322434510999	0.030587451638837027;1.4292560256331628	#	0.3035780724005281;1.213185142349472	-9.29049162605;-8.09678656231	0.4088453783697415;1.1780373121642587	#	0.203293839897689;1.246417074746311	#	#	-9.741646398304699;-8.4160632913553	0.13019531800043493;0.905399740771565	bus	0.2693290743429045	0.7692307692307693	1	27.676958208000002	4794	106	0.525	27.676958208000002	10	13
#	#	#	#	#	-0.0017487058890600093;0.7119840129930599	-6.530101020380199;-3.1853834210397998	-0.14973814235529997;0.7951219781453001	#	-0.230702628718375;0.928010000748375	-6.416969038539699;-3.9096305788003	0.6986891313895753;0.8031741356520501	-7.127930020425;-3.515928432915	#	#	0.20719891635418997;0.86251653170581	-6.9718056193687;-4.5133517367513	#	#	-0.04636905235140004;1.0209399318694001	-7.0546687550724005;-4.6643680557876	-0.012237522038760051;1.03981794527276	-7.0520121298533;-3.5739360482066997	#	-7.9978375986159005;-4.1297808378041	0.0014509366137299695;1.1484079687022701	-7.7349559337944;-4.4833948486456	#	#	#	#	#	#	0.12303020069285497;1.004769817733145	#	0.23074206256315993;1.19062343459084	#	#	#	0.23801023574495062;1.40108728207883	-8.4390012106892;-5.422043477610799	#	-9.036980737913199;-5.0469795175867995	#	#	#	#	0.69204607857637;1.21163602491963	-8.137163504437801;-5.6211006470622005	#	#	0.6301953988455;1.6626908417545	-8.35367561150125;-5.37876820631875	#	-8.668423135725199;-5.1497117084348	#	-8.76629658229285;-5.48360783324715	#	-9.2395054269609;-5.870291857599101	#	-8.8725502115328;-7.2063274564672	#	#	0.2496058386354525;1.4402234232365476	#	0.5693196740455899;1.14549115857841	#	0.32587662986497645;1.4664403977370235	-9.908596024308999;-7.257322434510999	0.030587451638837027;1.4292560256331628	#	0.3035780724005281;1.213185142349472	-9.29049162605;-8.09678656231	0.4088453783697415;1.1780373121642587	#	0.203293839897689;1.246417074746311	#	#	-9.741646398304699;-8.4160632913553	0.13019531800043493;0.905399740771565	bus	0.0	0.0	1	33.333333333333336	106	106	0.5	33.333333333333336	0	3
#	#	#	#	-4.03864416827615;-1.5370510909638497	0.08734835317498002;0.60189984818302	#	-0.012926514062999994;0.20527466988697035	-4.87800453136475;-1.62228957981525	0.17937526076087504;0.611730719517125	-5.2283151433724;-1.4076089190076	-0.28400900623212005;0.92756492225412	-4.701415912477;-2.052614748303	0.03428977232690006;0.6051238528870999	#	-0.23717036193868002;0.86652246391668	-5.0213935741962;-0.9018222033238001	0.046183695895039956;0.56923172324096	#	#	-4.4706362129534005;-1.0843768889666	-0.15569151748979;0.7648570164077899	#	#	#	-0.3330834761450251;0.8693714768510251	-5.5877039990001;-1.0490666509798996	#	#	#	#	#	-5.7285613472827;-1.8919785503172994	0.02748333256687499;0.44339824626512503	-6.3083399336576;-1.6924929812023999	-0.2969204909654802;0.8229411097334802	#	-0.24860826949749998;0.8167507350415	-6.6065897324;-2.5508573685200004	#	#	#	-6.331553970164;-4.4612408981359994	-0.22012024444335998;0.72992880427136	-6.12308048290115;-4.24977343083885	#	-6.1903663860456;-4.4842245129944	-0.42988238434932;0.84910825280332	-6.3807026848956;-4.5742985821644	#	#	#	-7.94186102415925;-3.90920876380075	-0.3770642204095801;0.7758866220655801	-8.6718465288698;-4.045392615210201	#	-8.4074239146194;-5.1866726891406	-0.06961301423403998;0.59830945366804	-8.7015256666064;-5.6084771439136	#	-8.3254789054723;-6.3989088449277	-0.0322797546067739;0.7026545214847739	#	0.034804299547427475;0.6584611295765725	#	0.02339275464394902;0.657181387630051	#	#	#	-0.16664355315257157;0.9107092673565715	#	#	#	-0.326374374859369;1.0619232617453689	-9.767399552973151;-8.64524369030685	#	#	#	-10.6300262600485;-9.1005072904915	0.089167277967595;0.7324220117564051	city_center	0.013168724279835387	0.6666666666666666	1	7.0	110	110	0.5375	7.0	0	0
#	#	#	#	-4.03864416827615;-1.5370510909638497	0.08734835317498002;0.60189984818302	#	-0.012926514062999994;0.6869698714929999	-4.87800453136475;-1.62228957981525	#	-5.2283151433724;-1.4076089190076	-0.28400900623212005;0.92756492225412	-4.701415912477;-2.052614748303	0.03428977232690006;0.6051238528870999	#	-0.23717036193868002;0.86652246391668	-5.0213935741962;-0.9018222033238001	0.046183695895039956;0.56923172324096	#	#	-4.4706362129534005;-1.0843768889666	-0.15569151748979;0.7648570164077899	#	-0.28787111844372004;0.83851293301772	#	-0.3330834761450251;0.8693714768510251	-5.5877039990001;-1.0490666509798996	#	#	#	#	#	-7.684944939830858;-1.8919785503172994	0.02748333256687499;0.44339824626512503	-6.3083399336576;-1.6924929812023999	-0.2969204909654802;0.8229411097334802	#	-0.24860826949749998;0.8167507350415	-6.6065897324;-2.5508573685200004	#	#	#	#	-0.22012024444335998;0.72992880427136	-6.12308048290115;-4.24977343083885	#	#	-0.42988238434932;0.84910825280332	-6.3807026848956;-4.5742985821644	#	#	#	-7.94186102415925;-3.90920876380075	-0.3770642204095801;0.7758866220655801	-8.6718465288698;-4.045392615210201	#	-8.4074239146194;-5.1866726891406	-0.06961301423403998;0.59830945366804	-8.7015256666064;-5.6084771439136	#	-8.3254789054723;-6.3989088449277	-0.0322797546067739;0.7026545214847739	-8.8528389601428;-5.8322013209572	0.034804299547427475;0.6584611295765725	#	0.02339275464394902;0.657181387630051	#	#	#	-0.16664355315257157;0.9107092673565715	#	#	#	-0.326374374859369;1.0619232617453689	-9.767399552973151;-8.64524369030685	#	#	-0.12993673288866403;0.9279231171326641	-10.6300262600485;-9.1005072904915	0.089167277967595;0.7324220117564051	city_center	0.13952361225946727	0.6744186046511628	1	105.18230471041716	4931	110	0.5375	105.18230471041716	58	86
-4.861139908041849;0.17548559442185008	0.14751976179128;0.72261687554072	-4.78489752219909;-1.0738808000609097	-0.03991583060789994;1.1156515287039	-4.14219002618405;-2.49479946307595	#	#	#	-5.279510052411499;-2.6995095247685	-0.0002460968699999899;1.106583877546	#	0.24945131330073;0.87206569321727	#	#	-5.8708991337456;-1.9822084148143997	0.376442493622125;0.807572503721875	-5.9807563380866;-1.5954061690933998	-0.028227732438680042;1.2503341121846798	-4.9821756548034;-2.5065056767566	0.09337584266249999;1.0939780153695	#	#	#	0.2922718062643999;0.8462311758356	#	#	-5.0930428696799;-2.8575946236401	0.37706081061262997;0.8204940051253701	-5.06127264838615;-3.22903555077385	0.30361759856901;0.87569684759499	#	0.19563197386199993;1.011267051904	#	#	-6.14821205065;-2.65135829879	-0.0007759495224352042;1.1390831797604353	#	#	-6.517079587271001;-3.204898156769	#	#	#	-7.704302031717001;-3.651957042323	-0.08099949546248508;1.363866766124485	#	#	#	#	-7.7493353008722;-3.8139549342078003	#	-7.755541322729;-4.176927101371	0.002915480364520051;1.4897089181534802	-8.28458213221775;-4.1197117649622506	#	#	0.45385026351354;1.03671631519446	#	#	#	0.371568780236764;1.058397908837236	#	0.07663067261645218;1.5464992247995477	-9.4412503379998;-6.9600122772402	0.3597551525274525;1.5503727371285476	-9.12317517670575;-7.196598529654249	#	-9.505257297779;-6.940217834201	#	#	#	-10.346179825945299;-7.7520320440147	0.18092501361999058;1.5642857658340095	#	0.2839199368477049;1.597174457960295	#	#	#	0.3812686760898719;1.6298901384101279	#	0.47109907185083;1.22980978349917	city_center	0.026916905876128723	0.4852941176470588	1	52.01092045206194	4814	118	0.5125	52.01092045206194	33	68
