A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.37460460216428;0.94970171591372	#	-0.057022994834224905;1.194841644420225	#	-0.18417144621865994;1.02751433234866	-4.2982490135789;-1.0154706290411	#	#	#	-3.9464588640175498;-1.37942186952245	#	-4.10483754085475;-1.27543629730525	#	-4.879377959602;-0.4169459870579999	0.385061971215145;0.8851727829308549	-4.9083221591968;-0.3900825911431993	#	#	-0.013046787621600053;0.9208485735716001	#	-0.04815397019807999;0.8536078589260799	-3.7992365044040004;-1.174273423916	-0.19127033308924007;0.9535790306912402	-4.14393484124685;-1.00947505231315	#	-3.8925806060608004;-1.4539097921992001	#	#	-0.1957193009643899;1.04939435868039	-4.877793902763051;-0.76877263557695	#	-4.6016711909061;-1.1689392146739	0.22280960444990996;0.65536111469609	-5.3985354784392;-0.3630660757608002	#	-2.714317019231996;-2.0323376766936	#	#	0.19926485068901995;0.77217904489098	#	0.03345805163418003;0.95218802831982	-5.974213888340801;-1.8595251298792	-0.03788806389803007;1.03091711590603	-5.6979563802329505;-2.01593907100705	#	#	#	#	-0.0418513275154801;0.96944813147148	-4.8856924526252;-2.6734582066948	0.13361374549330002;0.7531110112387001	-6.276673513136;-1.516821664844	0.13080695650409996;0.7330947100359	#	-0.35140320712092993;1.18902850089293	-6.3334222912066505;-2.80298344789335	#	-7.2004600110761;-3.3893823670439	-0.06571228219174402;0.8741591569457441	#	0.13739675847185512;0.7498419885481449	#	0.142683451976635;0.936428508377365	-6.836721229473;-5.378771334406999	#	#	#	#	#	#	#	#	#	#	#	#	-0.0022157181687839644;1.1423539556247841	#	0.21497922264199004;0.8417402453080101	city_center	0.1	1.0	1	1.0	888	888	0.5	1.0	0	0
#	0.27435902557426;1.06511755697974	-8.36443079380405;-4.13256961943595	0.3375568367057151;1.666459299914285	#	#	#	0.8369868406884999;2.0618055154115	-9.00556945184975;-4.521282820470249	0.9676564626998749;1.676719415060125	#	0.79790214873753;1.7570648421224702	-8.171749841799;-6.486149100961	0.76510683203048;1.8306637824095202	-8.5012301386072;-6.461261236872801	1.111984101666135;1.577604512573865	#	0.7979660717411999;1.9602950213988	-9.7011955778016;-5.3000045057184	#	-9.5062577256876;-5.256834260292399	0.7924414981039801;1.9572171940560201	-9.7148765948953;-4.9243189730047	0.7330360136707199;1.91481600208928	-8.44164585083425;-6.10747366758575	#	-9.444063983300401;-4.8376857793395995	#	#	#	-9.10902578395285;-5.26944853428715	1.0587730754157199;1.6134049284842802	-8.774198814284;-6.081860009395999	0.7410658142402051;1.789171396759795	-9.0112372132898;-8.941752135110255	0.7587423164805199;1.8786039171794804	#	#	#	0.5355699142320898;2.01192572236791	#	#	#	#	#	#	-8.5465420846968;-6.7091585291032	#	-8.653946747535999;-6.718513780324	#	-8.8820074788386;-6.4745760935614	#	#	#	#	#	#	#	#	#	#	0.6590503657116831;1.434814323808317	#	#	#	0.365278664578086;1.5560330659459138	-11.025924508677;-8.080879198643	#	#	0.523861105599416;1.128690759218584	#	0.17150103539289496;1.498011345735105	-10.9826758212975;-8.8084273123425	0.10405123190770493;1.417305753020295	-10.6457048903542;-9.149497073465799	#	-11.6227252924772;-9.0498274463228	0.10065811213145598;1.071808138380544	#	0.02603949686406498;0.9002061863719351	home	0.1	1.0	1	1.0	939	939	0.5	1.0	0	0
#	#	#	#	#	#	-7.5160417584962005;-2.9325398631038007	1.2061476150475001;2.0810180969925	-7.059514929349;-3.8652285617909996	#	#	#	#	1.1079926769598;2.2496608380802	-8.171014237912;-3.708582265368	0.96696306383035;2.17412709210965	-8.6641564987225;-3.6808040339574997	1.268203766208;1.752507495232	#	1.0003100252019248;2.117649118058075	#	#	#	#	-7.5984791622320005;-4.930853809948	1.2898412587415797;2.25180522113842	#	#	#	#	#	#	-8.7457827224181;-3.9668813437419	1.36645986968382;2.23156289017618	#	1.6331063273333049;2.2130346562666947	-8.3488273191054;-4.110710734274599	1.37715725148589;2.42120907593411	-7.628915089016;-5.330666749484	1.0705886057066296;2.59101473647337	-9.041392540703;-4.641662513297	1.47309069160975;2.01995377297025	#	1.038580052681625;2.523031691298375	#	#	-9.4164366049944;-4.5604943509256	1.425132429323575;2.124580434016425	#	#	-8.5667766887122;-5.3785567460478	#	-8.932836139528;-5.230729146412	#	-9.5292318488922;-5.033100580687799	1.382838083647865;2.277953805872135	#	#	#	1.166000239231256;2.105871678368744	-10.431492069763;-6.786629793056999	0.6682995106346377;2.199412585825362	-10.099523043060199;-7.186765319559799	0.7480915174941275;2.1276960202858723	-10.501421657654001;-7.168964754646	1.027973541490308;1.7193793229296919	-10.0778656591435;-8.1303356960565	#	-11.003672207083751;-7.68958021983625	0.6963466147170174;1.3578790483629826	-10.3758262367114;-8.529144764828601	#	-10.304422290702501;-8.5564970187975	#	-11.10450677546875;-7.9874071569512495	#	-10.707951203183299;-8.6353390493367	#	#	#	home	1.0	1.0	1	4.456	29189	1109	0.5125	4.456	7	7
#	#	-6.5212319474048;-3.9170096862552004	0.4580750272941001;1.6136423866059	-7.45248205416035;-3.2424839484396495	0.47599904059344;1.60469264254656	-7.8789683452457995;-3.7909801682742	0.7695480273398001;1.3994547743402	#	0.21998286304475;1.49975502096325	#	#	#	#	#	0.32050879882136996;1.59665362871663	-7.7990642951728;-5.9386127083272	#	#	#	-9.3637202379782;-4.5167215977618	#	-9.2328038126587;-4.8359906528413	0.24203383232247994;1.18376476059352	#	0.03427648277929496;1.384725891528705	-7.9271618710183995;-6.0304179046816	0.06805388561468007;1.2505424043153202	#	#	-9.000070843373;-4.958410580567	0.34694992630029997;0.9178944809297	#	#	-8.890924361077;-5.743755984403	0.15719842415433982;1.19706991051766	#	#	#	0.35552914358728993;0.95047849910471	-9.5082755180159;-5.0456922045041	#	#	0.07239433384274996;1.06202875958725	-8.4488245265314;-5.6065655509886	0.24078275102519997;0.9374640573967999	#	-0.029225658998810022;1.20979652074281	-8.049107781985999;-6.113674814774	0.15122337754883997;1.20555685606716	#	0.24365438462904;1.15225037438896	#	0.0552153612491999;1.2597908683128	#	-0.05200312844248489;1.4676119348684848	-9.20797540496215;-6.296911797317851	#	-9.5900325311571;-6.3312849804629	0.31703194042547606;1.076158872036524	#	#	-9.6374693735615;-6.6707716922185	0.19636428032331;1.1790962549146902	#	#	-10.6710758399515;-7.393525414268501	0.18496559560611153;0.21226169131332562	-10.2806347088825;-8.0712400507175	0.2833514404658195;1.0204875808141805	#	0.17971822058432202;1.165125879695678	-10.7498649950475;-8.2345578964525	#	-10.8293697417463;-8.585058016413699	#	#	0.016172023203455954;0.8134077867769445	#	-0.04800514789033006;0.84265525274033	home	0.1	1.0	1	1.0	1328	1328	0.55	1.0	0	0
#	0.257833317117732;0.9910821371482679	#	#	-4.5098900086875;-1.4591667436725	0.42951161937994004;1.14324433826206	#	#	-4.6159484977685;-2.2816623060915004	0.641295260727625;1.246592902986375	#	0.4492382874968499;1.54302030626915	#	#	-5.2713120702344;-1.1913742667656	#	-5.6349937108623;-0.7845306451576999	0.34462496009152;1.3326045673004798	#	0.10006752041079991;1.3007901276592	-4.475280338973199;-1.2882127399268	0.2965380264691199;0.8225657601248799	#	#	-4.9152073466801;-0.7803880506399001	0.07575128836076994;0.7787249531892301	#	#	#	-0.10295615423351001;1.00755062328751	-5.14294859327285;-1.30337134360715	#	-4.9548617781628;-1.7240552122972	#	#	#	-4.3551756825492;-2.4098106927908	0.20462549024074;0.92906961332726	-4.781268285844;-2.347828867516	#	#	0.2474776234247001;0.9037133210573001	#	#	#	0.18986799325404008;1.02588556089996	-5.623167261926401;-2.7358502459936003	-0.16792053010111496;1.290928165401115	#	-0.17737421542628018;1.26426543887428	#	#	#	0.05443855350251997;0.94926607303548	-6.257324677623799;-2.9340972185162	#	-6.0018792754604;-4.019878521319599	#	-6.7381313192315;-4.8049759925485	0.16235640260908596;0.831111080456914	-8.4442822877693;-4.9556283943507005	#	-8.2506258762759;-5.931207689044101	#	#	0.1838494504686331;1.355398135685367	-8.7997478987145;-5.617198934645501	#	-8.4363671557529;-7.2874819335071	#	-8.9803848158811;-7.5294208022589	#	#	#	#	0.8808297962000085;1.5462704804999916	-9.967419761734849;-7.787603530965149	#	#	0.33404087969211493;1.373144680427885	city_center	1.0	1.0	1	9.942338773404876	29565	1426	0.4875	9.942338773404876	20	20
-2.022289514005625;-0.3207268442543749	#	#	0.40270033322299004;1.05752183683301	#	#	-3.6283855827838;-2.0179659979162	0.7020397931025499;1.41943358829745	-5.2404526658365;-1.4318804583634999	0.801722575557375;1.856669894922625	-5.0985927010011;-2.3524601022389	1.1788494940787;1.6836719642812998	-5.0168275916085;-2.4884264803515	#	-6.2673256188944;-2.1873878154256	#	-5.8665500594409;-1.9463127871591	#	-6.2527699637525;-2.8143394386875	0.755480265437275;1.772759141022725	#	1.01884708897017;2.39027653742983	-6.2966374098455;-2.6873131741745	0.70977655067784;1.78076466518216	#	#	#	0.96702157562588;1.82104106135412	-6.291571569143501;-4.2557525717965	#	-7.1472239620122;-4.1833397692878	0.52849190690352;1.2462507755804801	-6.484884362210801;-4.6002471987892	0.8115644397898549;1.693304056830145	-7.826218422212;-2.9306231696080003	1.2091905845296198;1.92910161355038	-7.1010387505714005;-3.5576953763686	1.2196942183482298;2.13590296225177	-7.906995362088999;-3.107712064831	#	-7.4144246724053;-3.8317873643746996	#	-7.4386121011876;-4.1967361096724005	#	#	#	#	1.120286698504595;1.739797788375405	#	1.00629918698812;2.23276874363188	-7.5050673866976005;-4.7723074358424	1.2264921214573001;1.8459893872027	-8.9250971443275;-4.2974634029325	#	#	1.2731098245279802;2.02250903383202	#	#	#	#	#	1.162114125011167;2.427834267168833	-8.9470143888054;-5.818496833934601	#	-8.6287745184285;-6.233571119391501	#	#	1.2435681226818194;2.04757209019818	-9.35811152360715;-6.2207711090128495	#	#	#	-9.25007279141;-6.862662663930001	1.2703852897588157;1.9645341080611844	-8.8701860258573;-7.4571008654627	#	-9.295381656765601;-7.2942388875344	0.971095070322112;2.046296885097888	#	#	train	1.0	1.0	1	6.793394687999999	29576	1496	0.5625	6.793394687999999	13	13
-6.832250434886375;-3.088812561433625	0.711783591544564;1.099974143325436	#	#	-7.0687633140172;-4.1400689796028	#	-6.637028462089;-4.778852018011	1.4027578438765;1.9276801330434998	-7.0174850871827505;-4.74462747949725	1.14055900247225;2.2128005401877497	-8.17194231584735;-3.93334634819265	#	-7.793248009408;-4.422046527732	1.48468338821922;2.13162867952078	#	1.30516150701616;1.8570079199438398	-8.4588944647419;-3.8742101971580998	#	#	#	#	1.1531479646642397;2.20520343197576	-7.8569876107862004;-5.100776376273799	#	#	0.8551122637219749;2.057567216718025	-9.017344076001;-4.2754841601589995	#	#	0.8491526280970101;1.42123187712299	#	#	#	0.7211485476315749;1.469795392288425	#	#	#	#	-9.231603253368;-5.040679810692	1.07213313667945;1.8433637827205502	#	#	#	#	#	#	#	#	#	#	-8.4712979139806;-6.7145236598594	0.7988142018836699;1.56286082963633	-10.274026313589001;-5.778610679091	0.71570077669702;1.18032275799298	-9.355299868263;-7.074653572797001	0.664549111873185;2.059264306966815	#	0.9267858913476199;2.05390505593238	-10.705323056242301;-7.004711430877701	0.7620044454570021;1.828397039862998	#	#	-10.5450025070202;-7.632244783519799	0.7074074913717899;1.9925185350682102	-10.813934573215;-7.689756226645	0.96514178209718;2.11748475116282	-10.245761850365499;-8.6782377337345	1.1266403921603816;1.7062711594396185	#	0.912375878743228;1.9708277725767722	-10.234012340007599;-9.0028913587524	#	-10.8469704899375;-8.6727219809825	0.7206817751567419;1.9964147385232582	-10.916266079379401;-8.7550770105406	0.7232203419975823;1.8922377603624176	-10.86592409225635;-9.04345478456365	#	#	#	forest_path	1.0	1.0	1	3.448	29830	1750	0.525	3.448	7	7
-5.413666329766775;-0.5812283476732247	0.6748175922309959;1.436821267949004	#	1.6541751497748451;2.174180461465155	-3.9510176364553997;-1.7544968856445997	0.9855172903735001;2.2303999395865	-3.4377269320163997;-1.7034289175436	#	-4.917446224163999;-0.49458817677599987	#	#	#	-3.515073954089;-1.8294732132509999	1.21021922018242;2.61827661889758	-4.0758781195600005;-2.48215241508	#	-3.7356468773881;-1.6758611919519	#	-5.2647366919825;-1.8263061669175	#	-5.4769807161616;-0.5635848342983998	1.2830892511770098;2.57937188054299	-4.6146876089986;-2.9084616066814	1.13446671709208;1.98387108376792	-5.04754434036265;-2.17984708665735	#	#	1.10149944730968;2.28398796601032	-6.23881285362005;-2.9136418246199502	1.355929765306155;1.8102279924738451	-6.73854847411235;-3.5725812682476503	0.93786734147816;1.7861278226418402	#	#	#	#	-7.2464757702136;-2.1051540115663996	#	-5.621635378435;-3.931746893485	1.8602202917244202;2.8738377122355803	-6.5825395523679004;-3.3770219609721	#	-7.5856301784474;-3.0345350365126	#	-7.9663583440684;-3.832163470551601	1.1368086746537849;2.3037498628262147	#	1.7081549863253103;2.46755567713469	-7.3477811687226;-3.2833719375774	1.6141296860652798;2.86211625247472	#	1.48469504294733;2.78563930101267	-7.0312439565005;-5.312408566839499	#	#	1.54459081673197;2.66868963068803	#	1.7120707132541102;2.48435606676589	-7.9198635822302;-4.7163490408698	1.4940633964003398;2.03629691897966	-7.1058520303602;-5.127212508719801	1.5168630345664251;2.537605084693575	#	1.3403368022619724;2.2285753177580276	-7.96524730286025;-4.8931385953997495	1.567031025604761;2.277642523195239	-7.4006991865315;-6.0231779931285	1.3199529494818194;2.1239569169981802	-7.703039569302599;-5.7587722701174	1.156098994395233;2.403560154984767	-7.4677174197709;-6.280565044989101	1.1232038681001009;2.373913589279899	#	#	#	1.1958573498732545;2.0771166344867455	-8.6279358897072;-6.055038043552799	#	-9.010992372951;-6.6317406425289995	#	forest_path	1.0	1.0	1	3.2399999999999998	25380	1980	0.65	3.2399999999999998	6	6
-6.14786791964095;-3.56149266161905	#	-7.37936723175531;-3.2777171704446904	#	-6.9225141225275;-3.8717908575125	#	-7.8682920522262005;-3.2847901568338007	#	-6.48068096992675;-4.69925203417325	0.18637102654594906;1.4908092072665	-7.27802368253605;-4.11400134048395	0.68283304058573;1.30544742050227	-7.19660587521175;-4.126404525828249	#	#	0.39119843227636;1.63285286136364	#	#	-7.780488486569;-3.6543718564910006	0.649833058444875;1.4002846879751252	#	0.31468087089042995;1.57339009070957	-8.0033638582014;-3.1471821592985996	#	-7.37477719542525;-3.7067923360347494	0.6155271670880349;1.152007069193965	-7.6377995114686;-3.4378664431513997	#	-7.497515077154549;-3.49373771570545	0.35952982558996005;1.43638488258004	#	0.4107383034648;1.3895003971152	-6.6368426022141;-4.5502800284259	#	-8.112781002282;-3.2171857496780003	0.5984984938095749;1.298411994246425	#	#	-7.671511405428;-4.1565433567320005	0.4732076767524199;1.48682509726358	#	#	-7.8510173429732;-3.8610161226467996	#	#	#	-7.6427856423592;-3.9023976899008	#	-7.9917020185637995;-3.5402061939762	#	-7.814435090998;-3.910492304062	#	-7.90565154239075;-4.00521738892925	#	#	#	#	#	-8.388400164499501;-5.3505846511405	0.3304503140174939;1.649885218960506	-8.4618797043771;-5.9104761106829	0.6693879263280407;1.3430776794119594	-9.1966398457462;-5.2050829653938	#	-8.9263777172565;-6.1146172053434995	0.6710072900981201;1.43923593614188	#	#	-9.5065143382757;-6.9436165348043	0.5895877560786317;1.7803461366413686	#	0.7057285976590205;1.7100864040609793	-9.191249492452501;-7.784382810187501	#	#	0.5403131738889349;1.799255009051065	#	0.7867707535560561;1.3243716609439442	-11.052045271429899;-8.9107187140501	#	home	0.3137972914145376	0.7931034482758621	1	7.438352343483339	29382	1984	0.55	7.438352343483339	23	29
#	#	-5.558383265613459;-1.78226098694654	#	#	0.65323131221912;1.71553117288088	#	0.9805214687442001;1.7504074928558	-5.13168164146275;-2.8588240337772497	#	#	#	-5.048622938866;-3.1222220921940003	#	-5.9671824791308;-2.9072291265292005	#	#	1.07199169739696;2.00185485712304	#	#	-5.3781352525388;-3.2534235198412	#	#	0.49388158695455997;1.8233840739254399	#	1.205436204575375;1.6679188788046249	-7.0774824827465;-3.3517354060135	0.9677118475777701;1.50968575198223	#	0.70079604273684;1.6430442176031599	-7.75654711675285;-3.9169698670871504	0.64966811852774;1.51424130125226	#	#	-6.7138057988722;-4.8255047728677996	0.933032033904655;2.112886220355345	-6.8800030699048005;-4.6567287958952	#	-8.269962807251002;-3.605870588789	1.09080550462258;2.28070421565742	-7.7346931322237005;-4.4034689686163	#	#	#	#	1.0231327175027802;1.65014589323722	#	0.9726379832447001;2.1716917055753	-7.677653435367599;-5.2261050102324	1.17522003801936;2.16500248724064	#	1.28664746705639;1.88549482394361	-9.01772671305775;-4.85285634580225	#	-7.7426910885888;-6.0484966976712	1.2499894440137602;1.91612207450624	-8.26283403922455;-5.84727062011545	1.12140409538441;2.10241522011559	-8.5983892912981;-5.8919718339419	#	-8.8061631890877;-5.5257871400523	0.8016356752259092;2.312333909414091	#	0.9333985800457125;1.9728266300942876	-8.27017210928625;-6.44773474045375	0.9830103572038209;2.077736177816179	-8.200170658141;-6.965151657159	#	-8.639093344059301;-6.7832018312007	0.7780514617550376;2.1956209624249627	-8.8963798894417;-6.6539809592983	#	#	1.1147684850553339;1.790156524484666	-9.504086917464951;-6.553232611935051	0.923576984476771;2.038639752763229	-8.8592237498663;-7.501305442173701	0.9135416911248879;2.006085470655112	#	1.03353398285746;1.89120696124254	forest_path	1.0	1.0	1	3.6399999999999997	25789	2389	0.5875	3.6399999999999997	6	6
-8.083146130136676;-3.522958175203325	#	#	#	-7.209513052971101;-4.0787971457431	0.63262900484924;1.09738519388876	#	0.8138130868320002;1.513709472388	-7.3247781698929995;-4.621920474267	#	-7.17823416214185;-4.730594237158151	#	-7.240547984443751;-5.13354705839625	0.90299578647451;1.79730251268549	#	0.6648143723503749;1.981243092561645	#	0.9011485480408;1.6760345144792002	-7.9167003354959995;-4.607269437802301	0.847746302365725;1.6055202513383	#	1.14134655640173;1.83645463301827	-7.5324246655696;-5.1699578931304	0.6792221091012;1.90647538526656	#	#	#	#	-7.6591739618510495;-5.6912155977489505	#	#	1.13787065516396;2.1492581519360403	#	#	#	#	#	#	-9.822950248818;-4.956071412162	1.13509172549031;2.3029552752096905	-8.951482065363699;-5.5113261577553	#	#	#	-9.5380237807471;-5.2746353174328995	#	-8.837462560970799;-5.2924721528096	0.7113283061164349;1.970334714563565	#	#	#	1.0173379633518698;1.8447942172145	-9.7307467762205;-5.3675492486195004	0.90140759900768;1.2457659307341462	-8.910565800711;-5.978306277969001	0.8145349342931851;2.00374686240537	-10.00237507609285;-6.71968632704715	0.11951160097239089;1.9186906283314098	-10.2400447356795;-7.202229222320501	0.90766749571712;1.460600310503338	-10.2342053392076;-7.284040175305501	0.7411007902031266;1.3331311792768734	-9.580372730419;-7.2938874456742	0.8565224636330899;1.38568583456691	-10.385986097105;-7.261807750535	#	#	0.4748202447510439;1.521895179190956	-11.003032646275601;-8.48706935119585	#	#	#	#	0.2839297820683344;1.7724773011565924	-11.2415602846046;-8.4153899638154	#	-11.25752510161105;-8.64889256314895	#	-11.1785653694671;-10.260853987732899	#	home	0.1	1.0	1	1.0	2534	2534	0.5375	1.0	0	0
-6.271698338905775;-4.161760628414225	#	-7.38261052216035;-3.80180491307965	#	#	1.5913196282930802;2.02287894668692	#	1.44433260447025;2.40669013460975	-7.4761615986129994;-4.773303902987	#	-7.89460363730605;-4.73058129525395	#	#	#	-8.958004890492;-4.4955729179479995	1.2830967410603749;2.576486771359625	-9.052382145871901;-4.467697878288099	#	-7.630225448676249;-5.91101018614375	#	#	1.66838199643857;2.28834325396143	#	#	#	1.30385132356905;2.59880281141095	#	1.34102938412709;2.34285993469291	-8.44461933766455;-4.4408419762154505	#	#	#	-7.7095249064218;-5.1518030417782	#	#	1.13883458048315;2.53866158135685	-8.5382713750356;-4.786496037644399	1.6713671527344;2.5236543563656	-8.740204145812;-4.819662860728	1.50753152574393;2.80760604335607	-8.8710660709498;-4.9741623323902004	#	-9.032329633956;-4.668265799224001	1.3849462392326402;2.33499528794736	-8.681476680881;-4.805668986959001	#	-8.36945366766;-5.088411604099999	#	#	#	-8.789757679587;-4.560486327073001	#	-8.463638903851;-5.025968124529	#	#	#	#	1.30204712841478;1.84473413358522	-9.8380648589668;-5.8612881869332005	0.964683639616426;2.175671840043574	#	#	#	1.15165187464057;1.9831943146794302	-9.9311104290245;-6.7027928042355	#	#	#	#	#	-10.1802576046014;-8.3335761327186	#	-10.963481802699999;-7.89395449594	#	#	1.2024341939302792;1.885859761589721	-11.157186668883352;-8.62002351503665	#	-11.585785410410999;-9.206533679989	0.69327138582304;1.4849695197169601	home	1.0	1.0	2	3.2800000000000002	26011	2611	0.475	6.5600000000000005	6	6
#	0.9309249607820921;1.376625223937908	-5.2036475552422;-1.2973141635178	#	-4.6208211729248;-2.6683582833152	#	-5.0483425412989;-1.7655641567611002	1.3506935136242;2.1205795377358	#	1.1156448652414999;2.2916517130585	#	1.4315617138888301;1.88590193707117	#	1.5762928040299;2.1471268845901	-6.1267125770944;-2.0467747736256	#	-6.313019546162501;-1.3296670813974996	#	-6.0554017944644505;-2.41066543789555	0.8983956016365;1.8989977743435	-5.2578378960126;-2.6683454717874	1.21567182961727;2.39923423034273	-6.280178703117199;-2.8677266984827994	1.23933099869584;1.84868630522416	#	1.4098777841028451;2.205347983777155	#	1.1704848739515699;2.04092781132843	#	1.116203048796925;1.8733667607430748	#	#	-6.9383214532974;-4.6498334691425995	1.1471794457860651;2.5838772509294783	#	#	-7.9047044317724;-3.319201241627599	1.78608280749369;2.40399103012631	-6.981499450424;-4.548060032096	1.6643207800644197;2.67793820057558	-7.183122269086001;-4.668990824853999	1.5563689498206599;2.73759320555934	#	1.3288167006335199;2.59554876558648	#	#	#	#	#	#	#	1.6309702577527598;2.3743669766472397	-8.992255592149249;-4.95960333179075	1.216460064733;2.076871141207	-8.5081393753052;-4.9894279480148	#	#	#	-8.0972998701077;-6.2746105620923	#	#	#	#	1.0569924275094524;2.2476100121105476	#	1.416138895059214;2.515827378395925	-8.1359785785875;-6.9484603084125	1.147936097569325;2.082824431890675	#	#	-8.3207352696976;-7.0896142884424	1.335440939490955;1.9039453582090449	#	#	#	#	#	0.8935759686059919;2.0554876071540082	#	#	forest_path	1.0	1.0	1	7.6500096	29933	2665	0.5	7.6500096	11	11
#	#	-5.2036475552422;-1.2973141635178	#	-4.6208211729248;-2.6683582833152	#	-5.0483425412989;-1.7655641567611002	1.3506935136242;2.1205795377358	#	1.1156448652414999;2.2916517130585	#	1.4315617138888301;1.88590193707117	#	1.5762928040299;2.1471268845901	-6.1267125770944;-2.0467747736256	#	#	#	-6.0554017944644505;-2.41066543789555	0.8983956016365;1.8989977743435	-5.2578378960126;-2.6683454717874	1.21567182961727;2.39923423034273	#	1.23933099869584;1.84868630522416	#	1.4098777841028451;2.205347983777155	#	1.1704848739515699;2.04092781132843	#	1.116203048796925;1.8733667607430748	#	#	#	1.1471794457860651;2.128738642113935	#	#	-7.9047044317724;-3.319201241627599	1.78608280749369;2.40399103012631	-6.981499450424;-4.548060032096	1.6643207800644197;2.67793820057558	-7.183122269086001;-4.668990824853999	1.5563689498206599;2.73759320555934	#	1.3288167006335199;2.59554876558648	#	#	#	#	#	#	#	1.6309702577527598;2.3743669766472397	-8.992255592149249;-4.95960333179075	1.216460064733;2.076871141207	-8.5081393753052;-4.9894279480148	#	#	#	-8.0972998701077;-6.2746105620923	#	#	#	#	1.0569924275094524;2.2476100121105476	#	1.416138895059214;2.145956108800786	-8.1359785785875;-6.9484603084125	1.147936097569325;2.082824431890675	#	#	-8.3207352696976;-7.0896142884424	1.335440939490955;1.9039453582090449	#	#	#	#	-9.3497301082364;-7.0627098005436	0.8935759686059919;2.0554876071540082	#	#	forest_path	1.0	1.0	1	7.6500096	29933	2665	0.4625	7.6500096	11	11
-6.645282498045825;-4.399219773974176	#	#	0.19710807134851005;1.46823216659149	-7.8210422526705;-3.5500296816494994	#	-5.631901398495332;-4.018061328645101	0.8126935199686999;1.4076054476912998	#	0.5153935058271251;1.466575515090875	#	0.7361282718879201;1.54384422421208	#	#	-8.6388661152772;-5.0051715090628	0.56567069932429;1.56589232275571	#	0.3762343843339999;1.8291455714059999	-8.23972021970925;-5.14513274715075	0.49787284987735003;1.7319488628826503	#	0.63857252051463;1.52154764486537	#	#	#	#	#	#	-9.39812919335905;-4.715745499460949	#	#	0.5520114870597599;1.72652599944024	-8.7784600497195;-5.7495788942205	0.65822699834038;1.78951556359962	-8.2641281629136;-6.4457642119464005	0.9694056700296199;1.68931669905038	#	#	#	#	#	0.77841651052834;2.426139648644632	#	0.737134581540965;1.9840739579790352	#	#	-8.989842445155599;-5.643179540324399	0.912968711245005;1.8921959178149952	-8.8211003672096;-5.724407619670401	0.9130312583235598;1.79522865871644	#	#	#	#	#	#	-9.31122997228075;-7.143416647439249	0.7868926218920999;2.2479730204279	#	#	-10.616377336814601;-6.7632372157254	#	-9.9069302256676;-7.1020524178524	#	-10.02071082833325;-7.573437790186749	#	#	#	-10.844950613158899;-7.928549664381099	#	#	#	-10.8610519021525;-8.431009450967501	0.7591334466014825;1.7909762846185175	-10.3918994059435;-9.1450595585365	0.8491638736505496;1.5505743246694506	-10.6849975236017;-9.1841404466783	#	-11.414307563486101;-9.4769168687139	#	home	0.1	1.0	1	6.86048	2841	2841	0.4625	6.86048	0	0
-3.3542982719360253;-0.5637354935439749	0.24980220712576806;1.313731867562232	#	#	-4.07896546170375;-2.55360382919625	#	#	#	-5.57739846409225;-4.313644979124769	#	#	0.5850890037874;1.5947339441925998	#	0.4423508122877601;1.81235260563224	#	#	#	#	#	#	-5.5722939951528;-2.7836098459871996	#	#	#	#	#	-5.121690583532001;-2.4120563459079998	#	#	0.57208289392466;1.31242074560534	#	#	#	0.486739341520555;1.7012108895194449	-5.841770208378;-3.743657957262	#	#	0.6893109508912799;1.71205559524872	-7.0571908727890005;-3.609818363491	0.68675177237804;1.8325801607819603	-6.9633111389163;-4.0092066919436995	0.45325190150646;2.07196662233354	-6.606480686548199;-4.1750736929118	#	-6.4341056135292;-4.367008176770801	#	#	#	-6.676248195197;-4.418243066783	0.5573257496312;2.0635164332288003	-7.1400331978153995;-4.3422075338446	#	-6.754455263436251;-5.10172892722375	0.7185705586419;1.8371049580581	-6.9954375057426;-5.2360817920974005	0.8239009626593101;1.6982000401806898	#	0.67581781705986;1.9699175986201398	-8.795818182853699;-4.7638085014863005	#	-9.1817920305772;-5.6410686760628	#	-8.8422420536602;-5.9294843301598	#	#	0.5991734392660091;1.617076395273991	#	#	#	#	-9.3125840496712;-7.729714216628801	0.9772426437374626;1.4509963260025376	-9.8447997968825;-7.9263452301575	#	-10.217533854447979;-10.034039308048	#	-10.62256027844565;-8.15686650921435	0.4956685075470961;1.726948005112904	#	0.5258519525750649;1.400018642082935	residential_area	0.1	1.0	1	1.0	3148	3148	0.4625	1.0	0	0
